0 1 7 3 4 5 6 2 8 9 20 11 12 13 14 15 16 17 18 19 10 21 22 23 24 25 26 27 28 29 30 31 32 33 
0 1 2 3 4 5 6 7 8 9 18 11 12 13 14 22 16 17 10 19 20 21 15 23 24 25 26 27 28 29 30 31 32 33 
0 1 2 3 4 5 6 7 8 9 18 11 12 13 14 26 16 17 10 19 20 21 22 23 24 25 15 27 28 29 30 31 32 33 
0 26 16 17 10 19 20 21 22 23 24 25 15 27 28 29 30 31 32 33 1 2 3 4 5 6 7 8 9 18 11 12 13 14 
0 1 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 8 2 3 4 5 6 7 
0 4 5 6 7 8 9 18 11 12 13 14 26 16 17 10 19 20 21 22 23 24 25 15 27 28 29 30 31 32 33 1 2 3 
0 1 2 3 4 5 6 17 8 9 10 11 12 13 14 15 16 7 18 19 20 21 22 23 24 25 26 29 28 27 30 31 32 33 
0 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 8 2 3 4 5 6 7 1 9 10 11 12 13 14 
0 19 20 21 22 23 24 25 15 27 28 29 30 31 32 33 1 2 3 4 5 6 7 8 9 18 11 12 13 14 26 16 17 10 
0 12 13 14 26 16 17 10 19 20 21 22 23 24 25 15 27 28 29 30 31 32 33 1 2 3 4 5 6 7 8 9 18 11 
0 19 2 3 4 5 6 7 8 9 30 11 12 13 14 15 16 17 18 1 20 21 22 23 24 25 26 27 28 29 10 31 32 33 
0 1 2 3 4 5 6 7 8 9 10 11 22 13 14 15 16 23 18 19 20 25 12 17 24 21 26 27 28 29 30 31 32 33 
0 22 23 20 25 26 27 28 29 30 31 32 33 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 24 21 
0 25 12 17 24 21 26 27 28 29 30 31 32 33 1 2 3 4 5 6 7 8 9 10 11 22 13 14 15 16 23 18 19 20 
0 1 2 3 4 5 6 7 8 9 10 11 12 19 14 15 16 17 18 13 20 21 25 23 24 22 26 27 28 29 30 31 32 33 
0 15 2 3 4 5 6 7 8 18 10 11 12 13 14 1 16 17 9 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 24 21 22 23 20 25 26 27 28 29 30 31 32 33 
0 28 2 3 4 5 6 7 8 9 10 11 12 13 19 15 16 17 18 14 20 21 22 23 24 25 26 27 1 29 30 31 32 33 
0 6 7 33 9 10 11 12 13 14 29 16 17 19 18 20 2 22 23 24 25 26 27 28 15 8 31 32 30 1 21 3 4 5 
0 23 24 25 26 27 28 29 8 31 32 30 1 21 3 4 5 6 7 33 9 10 11 12 13 14 15 16 17 19 18 20 2 22 
0 1 21 3 4 5 6 7 33 9 10 11 12 13 14 15 16 17 19 18 20 2 22 23 24 25 26 27 28 29 8 31 32 30 
0 1 21 3 4 5 6 7 33 9 10 11 12 13 14 15 16 17 19 18 20 2 22 23 24 25 26 27 28 29 8 31 32 30 
0 2 22 23 24 25 26 27 28 29 8 31 32 30 1 21 3 4 5 6 7 33 9 10 11 12 13 14 15 16 17 19 18 20 
0 1 2 3 4 5 6 27 8 9 14 11 12 13 10 15 16 17 18 19 20 21 22 23 24 25 26 7 28 29 30 31 32 33 
0 3 4 5 6 7 33 9 10 11 12 13 14 15 16 17 19 18 20 2 22 23 24 25 26 27 28 29 8 31 32 30 1 21 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 25 18 19 20 21 22 23 24 17 26 27 28 29 30 31 32 33 
0 1 2 3 4 5 6 7 8 9 10 11 12 21 14 15 16 17 18 19 20 13 22 23 24 25 26 27 28 29 30 31 32 33 
0 17 2 3 4 5 6 22 8 9 10 11 12 13 14 15 16 1 18 19 20 21 7 23 24 25 26 27 28 29 30 31 32 33 
0 13 11 15 16 17 19 18 20 2 22 23 24 25 26 27 28 29 8 31 32 30 1 21 3 4 5 6 7 33 9 10 14 12 
0 1 2 6 4 5 3 7 8 9 10 11 12 15 14 13 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 
0 1 2 3 4 30 6 7 8 9 10 11 12 13 14 15 16 17 18 29 20 21 22 23 24 25 26 27 28 19 5 31 32 33 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 25 17 18 19 20 21 22 23 24 16 26 27 28 29 30 31 32 33 
0 1 2 33 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 3 
0 18 19 20 4 22 23 24 25 26 27 28 29 30 31 32 33 1 2 3 7 5 6 21 8 9 10 11 12 13 14 15 16 17 
0 8 2 3 4 5 6 7 1 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 
0 1 2 3 7 5 6 21 8 9 10 11 12 13 14 15 16 17 18 19 20 4 22 23 24 25 26 27 28 29 30 31 32 33 
0 17 19 18 20 2 22 23 24 25 26 27 28 29 8 31 32 30 1 21 3 4 5 6 7 33 9 10 11 12 13 14 15 16 
0 32 33 8 2 3 4 5 6 7 1 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
0 3 4 5 6 7 8 9 10 11 12 13 14 15 25 17 18 19 20 21 22 23 24 16 26 27 28 29 30 31 32 33 1 2 
0 1 2 3 4 25 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 5 26 27 28 29 30 31 32 33 
0 25 26 27 1 29 30 31 32 33 28 2 3 4 5 6 7 8 9 10 11 12 13 19 15 16 17 18 14 20 21 22 23 24 
0 19 20 21 22 23 24 5 26 27 28 29 30 31 32 33 1 2 3 4 25 6 7 8 9 10 11 12 13 14 15 16 17 18 
0 29 30 31 32 33 1 2 3 7 5 6 21 8 9 10 11 12 13 14 15 16 17 18 19 20 4 22 23 24 25 26 27 28 
0 1 2 3 4 5 31 7 8 9 10 11 12 13 14 15 16 17 18 19 21 20 22 23 24 25 26 6 28 29 30 27 32 33 
0 3 7 5 6 21 8 9 10 11 12 13 14 15 16 17 18 19 20 4 22 23 24 25 26 27 28 29 30 31 32 33 1 2 
0 22 23 24 25 26 27 28 29 30 31 32 33 1 2 3 7 5 6 21 8 9 10 11 12 13 14 15 16 17 18 19 20 4 
