4.09089, 0.828995, 18.2633
3.01656, 1.1268, 1.44553
3.30189, 1.02884, -0.538718
4.18967, 0.927618, -24.3816
3.55587, 0.802405, -3.49591
3.7216, 1.23288, -1.03193
3.30054, 0.795777, 6.45607
4.07849, 1.40952, -2.47159
3.62308, 1.04992, -0.583287
2.76003, 0.71685, 94.7365
3.60816, 1.79471, 1.75287
3.40303, 1.90034, 1.46554
3.46723, 1.06663, 3.68286
3.68946, 0.833442, -2.67286
3.44009, 1.02928, -0.807265
4.05828, 0.714275, -0.0785616
3.99397, 0.962095, -4.18815
3.48441, 0.826901, 1.75715
3.87102, 0.869949, -0.593554
3.29684, 0.519757, -5.94253
3.68396, 0.961981, -0.623179
4.6267, 0.827148, -1.62748
4.08966, 1.17704, -0.438542
3.50712, 1.25019, -0.93034
3.07787, 0.843276, -1.11413
3.72983, 1.09229, -0.342286
4.03107, 0.956708, -0.545301
4.07605, 1.39668, 0.984599
2.81231, 0.563401, -0.193633
3.69596, 1.00948, 14.1655
3.52909, 1.09243, 0.857129
3.8646, 1.08345, 0.445065
3.55042, 1.18659, 0.274219
3.182, 0.969875, 0.50737
3.00248, 1.21496, -11.303
4.03906, 0.625678, 2.36901
3.45919, 0.921298, -0.381728
3.80318, 1.09967, 0.582894
3.43443, 0.866071, -0.20723
4.09102, 0.814463, -0.0600947
3.56947, 0.753763, -0.0783343
3.53017, 0.584639, -1.38054
3.52607, 0.969499, -0.303011
3.84378, 1.05572, 0.750345
3.41295, 0.756407, -0.140663
2.638, 1.2733, 1.35486
3.90093, 0.659668, -3.37022
3.08271, 0.704685, -0.921996
3.26426, 1.72807, -0.173681
3.34234, 1.12037, 0.367479
3.6082, 1.67981, -0.293833
3.6621, 1.37328, -0.719423
2.62461, 1.10449, 0.228583
3.41122, 0.798987, -1.20295
3.41885, 1.37971, -59.7543
3.53055, 0.853153, 20.6693
3.76733, 0.837857, -0.572648
4.06731, 1.18176, 0.398469
3.52967, 0.733151, 0.0508492
3.58226, 0.626054, 0.507023
3.224, 1.14075, -0.596891
4.39867, 0.795231, -0.983271
3.28653, 0.523856, 1.57148
3.08094, 0.977964, 2.6502
3.02354, 0.947604, -0.632848
3.2727, 0.74533, 2.25227
2.40905, 1.07748, 0.964125
3.61829, 0.66223, 0.533321
3.30529, 0.78027, 5.00494
3.40082, 0.903719, -0.862021
3.44513, 0.929651, 0.503134
3.65863, 1.2776, 0.40893
3.61058, 1.13138, -1.85623
3.72848, 0.864164, -1.3983
3.80486, 0.99097, 0.48834
3.18609, 0.822991, 0.67526
2.71604, 1.375, 14.6869
3.22753, 1.16549, 0.000384074
3.7193, 0.569283, 17.9088
3.31082, 0.841545, 0.631372
3.80529, 0.395683, 1.38844
3.94534, 1.32853, -1.91137
3.34093, 0.99468, -0.0108812
4.40533, 1.5626, -0.951409
4.08441, 0.684021, -0.93751
3.31736, 0.804509, 3.29748
2.94835, 0.586609, -0.465279
3.43186, 0.959983, 0.841521
3.13021, 0.67297, -0.505532
2.77724, 1.67932, 1.7072
2.83935, 0.520629, -0.626211
3.58682, 1.46927, -0.00484063
4.31867, 1.06254, 0.418954
3.10076, 1.11468, -0.129585
2.99205, 1.25991, 1.40194
4.22791, 0.983224, 3.52207
3.11481, 1.17218, 4.20736
4.19757, 0.591597, 3.82215
2.94532, 0.854873, -1.93024
3.76437, 0.875621, 0.489913
3.31363, 0.783625, -4.61832
3.71651, 1.50256, 2.40918
3.59562, 1.04711, 10.6496
3.281, 1.00101, -20.7144
3.00555, 0.730104, 1.26026
3.35826, 1.31128, 6.79435
3.72835, 1.08238, 22.8848
3.63083, 1.00175, 0.395552
3.09809, 1.00479, 10.4815
3.19084, 0.674484, -0.0177061
3.09826, 0.731563, 1.33034
3.57186, 0.869067, 4.1215
3.15944, 0.986051, -1.63617
3.54123, 1.83563, -26.7512
3.74414, 0.365988, 0.269967
3.73752, 1.34646, -0.434222
3.15794, 1.03575, 35.6666
3.18853, 0.870812, -0.792744
3.46948, 0.678133, 0.398788
3.82078, 0.899773, -0.0894917
3.8552, 1.00328, 2.35721
3.61149, 1.17812, -70.0039
3.54155, 1.45701, 1.98321
3.31643, 0.889078, -2.39877
3.1691, 0.95232, 0.587657
3.44547, 0.769966, -1.52155
3.15776, 1.04328, -0.0797136
4.00602, 0.697274, 1.11691
3.2566, 1.03568, -15.5645
3.58146, 0.752187, 0.282766
2.59898, 1.24026, -2.12856
3.58469, 0.773291, -0.651275
3.87479, 1.13823, 0.209343
2.99191, 1.45116, -1.33595
2.73579, 1.34412, -0.846235
3.91911, 0.894299, 4.97006
3.26226, 1.06042, 1.50752
3.39559, 1.16742, 0.195689
3.1746, 1.92929, -0.519398
2.89047, 1.01916, -2.26526
2.84146, 0.547529, 0.17877
3.77595, 0.770229, 0.392677
3.82675, 0.470723, -14.5122
4.11631, 0.908314, 0.901429
3.47627, 1.01142, 0.336259
2.54495, 0.68282, -1.19611
3.05476, 0.645268, 0.690381
3.55991, 0.819538, -0.218844
3.82769, 0.89263, -1.37849
3.79646, 1.02147, 5.41941
3.29596, 0.646827, 5.03125
3.62573, 0.708806, -1.1554
3.53403, 1.15678, 0.0111527
4.1209, 1.52835, -4.90569
3.68495, 0.726939, -1.20292
2.80427, 0.868797, -0.481156
3.50063, 1.04468, 29.0566
3.35493, 0.92711, 0.551284
4.19224, 0.994039, -0.99537
4.26947, 0.788543, 29.9202
3.51778, 1.26077, 8.46346
3.41748, 0.807287, 0.356322
3.66773, 0.627598, 2.87182
4.04685, 1.08678, 0.91955
3.23409, 0.950204, 0.000124793
3.03567, 0.897269, -1.35401
3.42351, 0.872964, 1.74307
3.96008, 1.2644, -0.886782
3.19597, 0.991483, -0.464522
3.69164, 0.68024, 0.492146
3.61197, 1.13434, 2.65107
3.52889, 0.783608, 0.433339
3.22288, 1.52863, 0.674139
3.52348, 1.11656, 0.128447
3.65078, 1.04636, 0.0344398
3.83077, 1.17939, -0.411773
2.82108, 1.36963, -1.69423
4.19088, 0.943843, -0.828203
4.31781, 0.902272, -6.01897
4.05391, 0.89301, -1.48595
3.64769, 1.15907, 17.9307
3.36855, 0.939721, -2.70066
2.88508, 1.38034, 0.15828
3.05872, 1.25165, 0.755404
3.72013, 1.0388, -1.93503
4.05758, 1.42135, -0.349601
3.28161, 0.771605, -10.9971
2.72987, 1.03537, -7.02319
3.12479, 0.480868, 5.84565
3.30757, 0.894831, -0.342735
3.27165, 0.677867, -0.864386
3.24096, 1.33426, -4.01693
3.41226, 1.6861, 4.82157
3.21937, 0.47749, -53.2141
4.50542, 0.905647, 0.421771
3.06852, 0.620351, -2.34451
3.17514, 1.1274, 0.246106
2.75077, 0.927306, -0.406418
3.54574, 1.04317, 5.05438
3.682, 0.591848, 1.46768
3.48788, 0.823918, 1.02437
2.87503, 0.843673, -1.23947
3.59524, 0.908657, -0.515797
3.30124, 0.801672, -7.27968
4.44707, 1.21544, -0.337664
4.04397, 1.18542, 1.16764
4.14442, 1.09129, 0.258506
3.95276, 1.26253, -0.405322
2.98354, 0.821863, 1.24618
3.1852, 0.665394, 1.1881
2.6325, 0.884627, -2.69603
3.27091, 0.8528, -1.95482
3.42705, 1.59152, -0.951371
3.61522, 1.35574, 26.4642
3.45875, 1.17458, -0.125267
3.58014, 0.796279, -0.514932
4.48713, 1.44569, 22.0496
3.27725, 0.865166, 1.14955
2.80305, 1.12367, 1.14617
3.25897, 0.539484, 2.56146
3.37285, 0.939545, 0.805494
3.1154, 1.18971, 0.55022
3.71079, 0.851752, 0.428254
4.22655, 0.994687, -2.15904
3.7076, 1.05603, -0.197106
3.67381, 0.839173, -0.124414
4.26813, 0.697252, 9.24888
3.60725, 1.68102, -0.182755
3.20347, 1.16803, 1.66513
3.66192, 0.637718, -0.544469
3.43963, 0.83705, -1.02558
4.21876, 0.966222, -0.230892
3.24374, 0.730485, -0.518741
4.25419, 1.01531, 11.9779
2.26168, 0.594675, 0.179024
2.99379, 1.02937, 13.6165
3.58027, 0.750307, 11.4184
4.29522, 1.25042, -0.0953443
4.08097, 1.44483, 5.86156
3.78559, 0.865566, -22.8542
3.78625, 1.29352, 0.192301
2.8582, 1.10879, -68.6459
2.89831, 0.52984, 2.27281
3.22211, 0.706485, -2.3084
3.41362, 0.438629, 0.790062
3.75727, 0.860622, 46.2457
3.12462, 0.756421, -0.0806852
2.86362, 0.819598, 21.5425
3.48753, 0.781874, -6.08397
3.64162, 0.386283, 4.40146
3.17634, 0.609471, -0.20596
3.88333, 0.77529, -0.577838
4.02945, 0.771404, -0.0527563
3.20137, 1.72234, 26.0831
3.83423, 0.631567, -0.925189
2.33049, 0.750378, 0.801381
4.23358, 1.08654, 0.260259
3.2928, 0.743507, -0.211784
